start_date,end_date,finished,condition,subject,gender,age,mood_pre,mood_post,STAI_pre_1_1,STAI_pre_1_2,STAI_pre_1_3,STAI_pre_1_4,STAI_pre_1_5,STAI_pre_1_6,STAI_pre_1_7,STAI_pre_2_1,STAI_pre_2_2,STAI_pre_2_3,STAI_pre_2_4,STAI_pre_2_5,STAI_pre_2_6,STAI_pre_2_7,STAI_pre_3_1,STAI_pre_3_2,STAI_pre_3_3,STAI_pre_3_4,STAI_pre_3_5,STAI_pre_3_6,STAI_post_1_1,STAI_post_1_2,STAI_post_1_3,STAI_post_1_4,STAI_post_1_5,STAI_post_1_6,STAI_post_1_7,STAI_post_2_1,STAI_post_2_2,STAI_post_2_3,STAI_post_2_4,STAI_post_2_5,STAI_post_2_6,STAI_post_2_7,STAI_post_3_1,STAI_post_3_2,STAI_post_3_3,STAI_post_3_4,STAI_post_3_5,STAI_post_3_6,moral_dilemma_dog,moral_dilemma_wallet,moral_dilemma_plane,moral_dilemma_resume,moral_dilemma_kitten,moral_dilemma_trolley,moral_dilemma_control,presentation_experience,presentation_unpleasant,presentation_fun,presentation_challenge,PBC_1,PBC_2,PBC_3,PBC_4,PBC_5,REI_1,REI_2,REI_3,REI_4,REI_5,REI_6,REI_7,REI_8,REI_9,REI_10,REI_11,REI_12,REI_13,REI_14,REI_15,REI_16,REI_17,REI_18,REI_19,REI_20,REI_21,REI_22,REI_23,REI_24,REI_25,REI_26,REI_27,REI_28,REI_29,REI_30,REI_31,REI_32,REI_33,REI_34,REI_35,REI_36,REI_37,REI_38,REI_39,REI_40,MAIA_1_1,MAIA_1_2,MAIA_1_3,MAIA_1_4,MAIA_1_5,MAIA_1_6,MAIA_1_7,MAIA_1_8,MAIA_1_9,MAIA_1_10,MAIA_1_11,MAIA_1_12,MAIA_1_13,MAIA_1_14,MAIA_1_15,MAIA_1_16,MAIA_2_1,MAIA_2_2,MAIA_2_3,MAIA_2_4,MAIA_2_5,MAIA_2_6,MAIA_2_7,MAIA_2_8,MAIA_2_9,MAIA_2_10,MAIA_2_11,MAIA_2_12,MAIA_2_13,MAIA_2_14,MAIA_2_15,MAIA_2_16,STAI_pre,STAI_post,MAIA_noticing,MAIA_not_distracting,MAIA_not_worrying,MAIA_attention_regulation,MAIA_emotional_awareness,MAIA_self_regulation,MAIA_body_listening,MAIA_trusting,PBC,REI_rational_ability,REI_rational_engagement,REI_experiental_ability,REI_experiental_engagement,moral_judgment,moral_judgment_disgust,moral_judgment_non_disgust,presentation_evaluation,logbook,exclude
11/3/2014,11/3/2014,1,control,35,female,18,84,,2,1,2,2,1,1,1,2,1,2,2,1,1,1,3,2,1,1,4,2,,,,,,,,,,,,,,,,,,,,,8,9,9,7,5,2,7,,,,,5,2,4,1,2,5,4,5,2,4,4,5,5,5,5,5,4,2,5,5,5,5,4,4,4,5,4,5,2,4,3,1,5,5,5,5,3,4,4,5,4,5,4,5,4,3,4,1,3,4,4,1,5,3,1,2,1,1,4,4,4,4,1,2,5,5,5,3,4,4,4,3,3,3,4,4,4,33,,11,9,9,20,18,15,9,12,14,45,35,45,44,6.714285714285714,7.333333333333333,6,,,0
11/3/2014,11/3/2014,1,control,31,female,23,69,,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,8,7,8,7,8,4,4,,,,,3,4,4,5,4,5,4,4,4,4,4,4,5,4,4,5,4,3,5,4,4,4,4,3,4,5,3,4,4,3,4,4,4,4,4,4,3,3,4,4,3,4,4,4,3,3,3,2,3,2,2,2,5,5,4,3,2,3,3,3,3,3,5,2,3,3,4,2,3,4,4,1,1,1,3,3,4,36,,11,6,14,20,17,13,3,10,20,41,38,39,39,6.571428571428571,8,6,,,0
11/3/2014,11/3/2014,1,stress,34,female,18,63,65,2,1,2,1,2,2,1,2,1,2,2,1,1,2,2,2,1,1,2,2,2,1,1,1,2,1,1,2,1,2,2,1,1,2,2,2,1,1,2,2,3,4,8,8,8,7,8,2,73,31,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,30,,,,,,,,,,,,,,6.571428571428571,6.333333333333333,6.333333333333333,4,,0
11/3/2014,11/3/2014,1,stress,38,female,18,67,79,2,2,2,2,3,1,4,3,1,2,2,2,2,1,3,2,2,2,3,2,2,2,1,1,2,1,4,2,1,2,2,1,1,1,1,2,1,1,2,2,8,9,8,9,9,5,7,2,68,68,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,32,,,,,,,,,,,,,,7.857142857142857,8.333333333333334,7.666666666666667,4,,0
11/3/2014,11/3/2014,1,control,40,male,22,19,,3,1,3,3,2,3,3,2,2,2,2,3,3,2,3,3,1,1,4,3,,,,,,,,,,,,,,,,,,,,,9,6,1,1,9,7,3,,,,,4,4,4,4,4,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,4,1,5,,,,,,5,3,3,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,2,4,3,3,4,3,2,2,3,2,3,3,3,2,3,3,2,3,3,3,2,3,3,3,2,3,3,3,2,49,,11,10,9,18,14,11,8,8,20,,,,45,5.142857142857143,6.333333333333333,4.666666666666667,,,0
11/3/2014,11/3/2014,1,control,39,male,20,87,,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,7,8,9,4,9,5,6,,,,,2,4,1,4,4,5,3,3,4,4,4,4,4,4,3,4,5,4,4,4,4,3,2,3,5,5,2,4,4,3,2,3,4,3,4,4,1,2,4,4,3,5,4,5,4,3,4,4,3,4,3,2,4,5,4,5,4,4,3,3,4,4,2,1,3,4,3,3,4,3,2,1,1,3,5,5,4,23,,14,9,13,27,13,12,5,14,15,38,37,35,36,6.857142857142857,8.333333333333334,5.666666666666667,,,0
11/4/2014,11/4/2014,1,stress,42,female,19,58,45,2,2,1,1,2,2,1,3,1,3,3,1,1,2,3,3,1,1,4,3,3,3,2,2,3,2,1,4,1,3,4,2,1,2,3,4,1,1,3,4,9,7,6,7,9,7,7,2,100,15,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,49,,,,,,,,,,,,,,7.428571428571429,8,7,2,,0
11/4/2014,11/4/2014,1,control,41,female,26,84,,3,3,2,1,3,1,3,2,1,2,3,1,1,2,3,2,2,1,3,2,,,,,,,,,,,,,,,,,,,,,9,9,8,9,9,1,8,,,,,5,2,5,5,5,5,5,4,5,5,3,3,4,3,3,5,5,4,5,5,5,5,5,5,5,5,3,5,5,4,4,5,2,3,4,2,4,5,4,5,4,5,5,1,5,5,5,2,4,6,1,1,6,5,4,3,4,4,4,4,4,1,5,5,5,5,3,1,4,3,1,4,1,0,3,5,5,41,,16,8,15,24,23,9,5,13,22,49,45,37,38,7.571428571428571,8.666666666666666,6.333333333333333,,,0
11/4/2014,11/4/2014,1,stress,43,female,19,58,57,3,3,3,3,4,1,3,4,2,3,2,3,3,1,3,2,3,3,3,3,3,2,1,1,2,2,2,2,2,3,2,1,1,1,2,2,2,2,3,3,8,6,4,7,9,3,9,2,58,36,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,39,,,,,,,,,,,,,,6.571428571428571,7,5.333333333333333,3,,0
11/4/2014,11/4/2014,1,stress,46,female,19,57,45,3,2,2,2,2,1,1,3,1,3,3,2,1,1,3,3,1,2,3,3,3,2,1,1,3,2,1,3,1,3,3,1,1,1,3,3,1,1,3,3,9,9,8,8,8,4,7,2,54,45,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,40,,,,,,,,,,,,,,7.571428571428571,8.333333333333334,7,5,,0
11/4/2014,11/4/2014,1,control,44,female,19,62,,2,1,2,3,2,1,1,4,1,2,2,1,1,1,3,3,1,1,2,2,,,,,,,,,,,,,,,,,,,,,9,2,9,8,7,5,9,,,,,5,5,5,4,4,5,4,4,1,2,3,1,3,4,4,2,4,3,3,2,3,1,5,1,3,2,3,5,1,1,5,4,5,5,1,4,1,2,1,4,2,4,2,3,1,5,5,4,2,5,5,2,3,3,3,4,4,4,3,3,4,4,4,5,5,3,4,2,3,2,2,2,1,1,4,4,3,36,,16,12,9,26,21,9,4,11,23,22,20,41,31,7,8.333333333333334,5,,,0
11/4/2014,11/4/2014,1,control,45,female,21,40,,3,3,3,3,4,2,3,3,2,4,4,2,2,3,3,3,2,2,3,3,,,,,,,,,,,,,,,,,,,,,9,2,9,8,9,2,1,,,,,4,3,1,5,3,1,3,4,2,2,3,4,3,2,3,1,2,4,2,1,1,4,4,2,2,1,1,3,1,1,3,2,3,1,1,4,2,2,2,3,2,4,1,2,2,2,4,2,2,5,3,4,4,2,3,0,1,2,2,2,2,2,4,4,4,2,3,2,3,2,1,1,1,1,1,2,2,57,,10,12,9,11,17,8,3,5,16,19,21,27,24,5.714285714285714,9,4,,,0
11/4/2014,11/4/2014,1,stress,50,female,18,75,70,2,3,2,2,2,1,1,3,1,2,3,2,2,1,3,3,2,1,3,3,2,3,1,1,3,1,1,2,1,3,3,1,1,1,2,2,1,1,3,3,4,6,3,5,8,2,6,2,45,61,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,36,,,,,,,,,,,,,,4.857142857142857,5,4.333333333333333,4,,0
11/4/2014,11/4/2014,1,control,47,female,19,51,,2,2,1,1,2,1,2,2,1,2,2,1,1,1,2,2,1,1,2,2,,,,,,,,,,,,,,,,,,,,,8,9,6,8,9,2,8,,,,,2,2,2,2,2,5,4,4,5,5,4,5,4,4,4,5,4,4,5,5,4,3,5,5,4,5,4,4,4,5,4,4,4,4,5,4,5,3,4,4,3,4,4,4,5,0,3,3,1,5,3,3,5,5,3,2,1,3,2,2,3,2,2,3,3,2,3,3,2,3,3,2,3,2,4,4,3,31,,7,11,13,15,13,11,7,11,10,46,46,40,39,7.142857142857143,7.666666666666667,6.333333333333333,,,0
11/4/2014,11/4/2014,1,stress,49,male,23,63,75,1,2,2,2,3,1,1,3,1,3,2,1,1,2,3,3,1,1,2,3,3,3,2,2,3,1,1,2,1,3,3,2,2,1,3,3,1,1,2,3,4,8,9,6,5,2,7,2,18,58,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,42,,,,,,,,,,,,,,5.857142857142857,6,5.333333333333333,5,,0
11/4/2014,11/4/2014,1,stress,51,female,20,44,40,2,3,1,1,3,1,1,2,1,3,3,1,1,2,2,3,1,2,4,3,4,3,2,2,3,1,1,2,1,3,3,2,2,1,4,3,1,2,3,4,9,8,8,6,9,2,6,1,78,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,47,,,,,,,,,,,,,,6.857142857142857,8.666666666666666,5.333333333333333,4,,0
11/4/2014,11/4/2014,1,control,48,male,20,45,,2,2,2,1,2,1,1,3,1,3,2,2,1,1,2,2,2,1,3,2,,,,,,,,,,,,,,,,,,,,,7,2,4,6,8,5,4,,,,,1,2,2,3,4,4,4,3,3,3,3,4,4,4,3,5,4,4,4,4,3,4,4,2,3,5,2,3,2,3,1,3,3,3,4,2,3,2,3,3,3,2,3,3,3,1,3,3,4,3,4,3,4,2,2,3,3,2,2,3,2,3,2,3,3,2,3,1,2,1,2,2,2,3,3,3,3,36,,11,10,8,18,13,6,7,9,12,35,33,28,32,5.142857142857143,6.333333333333333,4.333333333333333,,,0
11/4/2014,11/4/2014,1,control,52,female,19,67,,3,1,3,2,2,3,4,2,1,2,3,1,1,3,3,2,4,1,3,2,,,,,,,,,,,,,,,,,,,,,9,7,3,5,9,5,7,,,,,5,2,5,3,4,5,2,3,3,4,1,4,3,4,3,4,5,4,2,4,3,3,4,4,2,4,2,4,2,3,2,4,5,3,2,3,2,2,2,3,3,5,3,4,3,4,5,5,5,2,4,3,3,4,4,3,2,3,3,3,1,3,2,4,4,4,4,1,2,5,2,3,2,1,4,4,4,46,,19,9,11,18,18,10,6,12,19,38,32,30,28,6.428571428571429,7,5.666666666666667,,,0
11/4/2014,11/4/2014,1,stress,53,female,19,62,29,3,3,2,2,3,1,2,3,1,3,4,2,2,2,3,3,2,2,4,3,4,4,3,3,3,3,2,4,1,4,4,2,2,2,4,4,2,3,4,4,9,9,7,7,9,6,5,2,100,1,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,62,,,,,,,,,,,,,,7.428571428571429,8.333333333333334,7.333333333333333,1,,0
11/4/2014,11/4/2014,1,stress,60,female,18,67,41,3,1,2,2,2,1,2,2,2,2,3,3,3,1,3,2,2,1,2,2,2,2,1,2,2,1,1,2,1,1,2,1,1,1,2,2,1,1,2,2,8,9,8,9,7,4,9,2,85,22,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,30,,,,,,,,,,,,,,7.714285714285714,7.666666666666667,7.333333333333333,3,,0
11/4/2014,11/4/2014,1,control,55,male,17,58,,1,1,1,1,2,1,2,2,1,2,2,1,1,2,1,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,3,5,5,7,5,4,5,,,,,2,2,3,4,1,4,3,4,4,5,3,3,3,4,3,5,4,2,4,4,3,4,2,3,4,4,3,4,3,2,3,4,3,3,3,3,4,2,3,3,2,3,4,2,3,2,4,4,3,2,2,2,4,4,4,3,3,2,3,3,3,3,2,3,3,4,4,3,2,1,1,1,1,2,4,3,3,30,,13,6,12,20,16,7,4,10,12,40,31,33,28,4.857142857142857,4.333333333333333,5.333333333333333,,,0
11/4/2014,11/4/2014,1,control,56,female,18,69,,2,2,1,1,2,1,1,3,1,3,2,1,1,1,2,3,1,2,2,3,,,,,,,,,,,,,,,,,,,,,7,5,4,9,8,2,6,,,,,4,4,3,4,4,4,4,3,3,4,4,2,4,3,4,3,4,4,3,3,3,4,4,1,3,3,3,4,4,4,1,2,3,4,4,3,2,4,3,3,3,2,2,3,3,4,4,4,3,5,4,3,3,4,2,2,3,3,4,4,3,4,3,3,4,4,4,2,3,3,2,2,1,3,3,3,4,35,,15,12,9,23,18,10,6,10,19,28,33,31,35,5.857142857142857,6.333333333333333,5.333333333333333,,,0
11/4/2014,11/4/2014,1,stress,58,female,17,56,60,3,2,2,3,3,2,3,3,2,3,3,3,3,1,3,3,2,3,3,3,2,2,1,1,2,1,1,2,1,3,3,1,1,1,2,2,1,1,3,3,7,8,7,7,8,4,6,2,27,7,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,34,,,,,,,,,,,,,,6.714285714285714,7.333333333333333,6.333333333333333,3,did not expect to actually give a presentation,0
11/4/2014,11/4/2014,1,stress,59,male,22,65,65,2,2,2,1,2,1,1,3,1,3,3,1,1,2,3,3,1,2,3,3,2,2,2,1,3,1,1,3,1,3,3,2,1,2,2,3,1,2,3,3,9,7,9,7,9,5,3,2,63,32,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,41,,,,,,,,,,,,,,7,9,6.333333333333333,3,,0
11/4/2014,11/4/2014,1,control,62,female,18,57,,1,1,1,1,2,1,1,2,1,2,2,1,2,2,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,1,8,4,7,5,1,2,,,,,4,1,1,4,1,3,4,3,2,1,3,2,4,3,4,2,4,4,3,3,4,2,4,1,3,3,2,4,3,2,4,3,2,4,4,2,2,2,3,3,2,3,2,3,3,4,3,2,1,4,3,4,4,4,2,3,3,4,3,2,2,2,2,2,2,2,3,2,2,1,1,1,1,1,3,3,3,31,,10,11,10,19,11,6,3,9,11,22,30,31,32,4,3.3333333333333335,5.333333333333333,,,0
11/4/2014,11/4/2014,1,control,57,female,19,48,,3,2,2,2,3,2,2,3,1,4,3,2,2,3,4,4,1,2,4,4,,,,,,,,,,,,,,,,,,,,,8,8,9,8,8,2,7,,,,,4,2,5,5,5,5,4,4,5,5,5,5,4,5,4,5,4,2,5,5,4,1,1,5,4,4,4,4,2,5,2,4,5,5,5,5,5,5,5,1,3,2,4,3,4,4,4,4,4,4,3,4,5,2,3,1,2,2,3,4,2,2,4,3,4,2,3,3,4,3,3,4,2,2,1,4,3,53,,16,11,10,16,16,13,8,8,21,41,40,38,40,7.142857142857143,8.333333333333334,6,,,0
11/4/2014,11/4/2014,1,stress,54,female,18,44,79,3,1,2,1,3,2,1,2,1,2,2,2,2,1,3,2,1,1,4,3,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,8,9,8,7,8,2,8,2,97,8,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,23,,,,,,,,,,,,,,7.142857142857143,8,6,3,,0
11/4/2014,11/4/2014,1,stress,63,female,20,49,26,2,2,2,2,3,1,1,4,1,4,3,2,2,3,3,3,2,1,3,3,4,3,3,3,3,3,2,4,1,4,4,3,3,3,4,3,2,3,3,3,8,4,9,7,9,7,5,2,91,29,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,61,,,,,,,,,,,,,,7,8.666666666666666,6,3,,0
11/4/2014,11/4/2014,1,control,64,female,18,76,,3,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,2,1,,,,,,,,,,,,,,,,,,,,,2,9,8,8,8,4,7,,,,,1,3,1,3,1,3,4,4,3,5,4,3,4,3,4,4,3,2,4,4,3,5,4,2,4,4,3,4,4,4,2,5,4,4,5,4,3,4,3,4,3,4,4,2,4,1,4,2,0,3,2,1,5,6,4,3,3,4,3,2,1,1,2,0,3,4,4,1,2,1,0,0,0,0,1,1,1,26,,7,6,15,17,13,4,0,3,9,38,38,36,34,6.571428571428571,6,7,,,0
11/4/2014,11/4/2014,1,stress,61,female,27,50,64,2,1,1,2,3,1,1,4,1,3,3,1,1,2,2,3,2,1,3,3,2,1,1,2,3,1,1,4,1,3,2,1,1,2,2,3,1,1,3,3,9,8,9,5,9,5,2,1,98,1,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,38,,,,,,,,,,,,,,6.714285714285714,9,6,4,,0
11/4/2014,11/4/2014,1,control,65,female,19,30,,3,3,2,2,4,1,2,3,2,3,4,2,2,1,3,3,2,1,3,3,,,,,,,,,,,,,,,,,,,,,9,7,4,9,8,4,2,,,,,4,4,4,3,2,4,3,3,2,4,1,3,4,4,4,3,3,2,3,2,4,3,3,2,3,3,3,4,2,3,2,4,3,3,4,4,3,3,3,3,3,4,3,3,3,4,4,4,3,4,4,1,4,3,2,1,1,3,2,2,3,3,3,4,4,4,4,4,5,2,1,1,1,2,4,3,3,49,,15,9,9,15,19,12,4,10,17,31,30,33,29,6.142857142857143,7,6.666666666666667,,,0
11/4/2014,11/4/2014,1,control,69,female,18,64,,3,2,2,2,2,1,2,3,2,2,3,2,2,3,3,3,3,2,4,3,,,,,,,,,,,,,,,,,,,,,8,6,8,7,6,3,2,,,,,4,3,3,4,4,4,3,2,4,3,4,3,4,3,4,4,4,4,3,3,4,4,2,2,3,4,3,4,2,2,2,2,3,4,3,4,2,4,3,2,3,4,3,2,3,1,4,2,3,4,5,4,3,2,1,4,4,3,1,3,1,3,2,4,4,3,4,2,2,3,2,3,3,4,4,4,4,49,,10,13,6,19,17,9,10,12,18,33,28,31,34,5.714285714285714,7.333333333333333,5.333333333333333,,,0
11/4/2014,11/4/2014,1,stress,68,female,18,44,66,3,3,3,3,3,1,1,3,1,3,3,2,2,1,3,3,1,1,3,2,1,2,1,2,3,1,1,2,1,2,2,1,1,1,2,2,1,1,2,2,2,9,8,5,8,4,5,2,8,89,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,31,,,,,,,,,,,,,,5.857142857142857,6,6,4,,0
11/4/2014,11/4/2014,1,control,70,female,20,54,,1,3,1,1,3,1,1,3,1,3,2,1,1,2,2,3,1,2,2,2,,,,,,,,,,,,,,,,,,,,,6,6,7,4,8,2,7,,,,,4,4,3,4,5,5,4,4,5,5,3,5,4,4,3,5,4,4,4,5,4,4,4,3,2,5,2,4,2,4,2,5,4,5,5,4,4,3,3,4,3,5,5,4,4,3,3,3,4,4,2,1,3,3,2,4,4,4,4,4,4,4,4,4,3,4,3,4,4,2,4,2,1,1,4,4,3,36,,13,7,8,28,18,14,4,11,20,46,41,33,38,5.714285714285714,7,4,,,0
11/4/2014,11/4/2014,1,stress,66,female,20,77,22,2,2,1,2,2,1,1,3,1,2,2,1,1,2,2,2,1,1,2,2,4,2,2,3,2,4,1,3,1,2,3,1,1,1,2,3,1,2,2,2,9,8,8,8,9,6,5,2,16,15,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,42,,,,,,,,,,,,,,7.571428571428571,8.666666666666666,7.333333333333333,3,thought the presentation instructions were fake,0
11/4/2014,11/4/2014,1,control,71,female,18,75,,2,1,1,2,2,1,2,3,1,2,2,2,2,1,1,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,9,6,7,8,8,2,8,,,,,4,4,2,4,1,4,3,3,5,4,4,3,4,4,4,5,5,2,3,3,4,3,5,2,2,4,2,4,5,4,4,4,3,4,3,4,1,4,4,3,3,3,4,2,3,3,5,2,4,4,3,4,4,5,3,3,3,4,2,1,2,3,4,4,3,4,4,1,2,3,1,2,1,3,4,4,4,34,,14,11,12,18,19,7,6,12,15,33,41,33,33,6.857142857142857,8,5.333333333333333,,,0
11/4/2014,11/4/2014,1,stress,73,female,19,25,72,4,3,3,3,4,2,3,3,3,3,4,3,3,2,4,3,2,2,4,4,2,2,1,1,2,1,2,2,1,2,2,1,1,1,2,2,2,1,2,2,6,9,5,9,9,5,6,2,80,26,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,32,,,,,,,,,,,,,,7,6.666666666666667,7.666666666666667,4,,0
11/4/2014,11/4/2014,1,control,67,female,20,83,,2,2,1,2,1,1,1,2,1,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,3,8,9,8,7,3,5,,,,,5,5,2,5,4,4,5,4,2,4,3,2,4,4,2,4,3,3,5,4,4,3,5,2,3,3,5,5,2,4,5,4,5,3,3,5,4,2,3,5,4,5,3,2,2,4,5,3,4,5,2,3,3,1,1,1,1,2,3,2,4,4,4,4,5,4,5,2,2,4,4,5,4,4,5,5,3,32,,16,10,5,17,22,12,13,13,21,36,30,44,34,6.142857142857143,6.333333333333333,6.333333333333333,,,0
