start_date,end_date,finished,condition,subject,gender,age,mood_pre,mood_post,STAI_pre_1_1,STAI_pre_1_2,STAI_pre_1_3,STAI_pre_1_4,STAI_pre_1_5,STAI_pre_1_6,STAI_pre_1_7,STAI_pre_2_1,STAI_pre_2_2,STAI_pre_2_3,STAI_pre_2_4,STAI_pre_2_5,STAI_pre_2_6,STAI_pre_2_7,STAI_pre_3_1,STAI_pre_3_2,STAI_pre_3_3,STAI_pre_3_4,STAI_pre_3_5,STAI_pre_3_6,STAI_post_1_1,STAI_post_1_2,STAI_post_1_3,STAI_post_1_4,STAI_post_1_5,STAI_post_1_6,STAI_post_1_7,STAI_post_2_1,STAI_post_2_2,STAI_post_2_3,STAI_post_2_4,STAI_post_2_5,STAI_post_2_6,STAI_post_2_7,STAI_post_3_1,STAI_post_3_2,STAI_post_3_3,STAI_post_3_4,STAI_post_3_5,STAI_post_3_6,moral_dilemma_dog,moral_dilemma_wallet,moral_dilemma_plane,moral_dilemma_resume,moral_dilemma_kitten,moral_dilemma_trolley,moral_dilemma_control,presentation_experience,presentation_unpleasant,presentation_fun,presentation_challenge,PBC_1,PBC_2,PBC_3,PBC_4,PBC_5,REI_1,REI_2,REI_3,REI_4,REI_5,REI_6,REI_7,REI_8,REI_9,REI_10,REI_11,REI_12,REI_13,REI_14,REI_15,REI_16,REI_17,REI_18,REI_19,REI_20,REI_21,REI_22,REI_23,REI_24,REI_25,REI_26,REI_27,REI_28,REI_29,REI_30,REI_31,REI_32,REI_33,REI_34,REI_35,REI_36,REI_37,REI_38,REI_39,REI_40,MAIA_1_1,MAIA_1_2,MAIA_1_3,MAIA_1_4,MAIA_1_5,MAIA_1_6,MAIA_1_7,MAIA_1_8,MAIA_1_9,MAIA_1_10,MAIA_1_11,MAIA_1_12,MAIA_1_13,MAIA_1_14,MAIA_1_15,MAIA_1_16,MAIA_2_1,MAIA_2_2,MAIA_2_3,MAIA_2_4,MAIA_2_5,MAIA_2_6,MAIA_2_7,MAIA_2_8,MAIA_2_9,MAIA_2_10,MAIA_2_11,MAIA_2_12,MAIA_2_13,MAIA_2_14,MAIA_2_15,MAIA_2_16,STAI_pre,STAI_post,MAIA_noticing,MAIA_not_distracting,MAIA_not_worrying,MAIA_attention_regulation,MAIA_emotional_awareness,MAIA_self_regulation,MAIA_body_listening,MAIA_trusting,PBC,REI_rational_ability,REI_rational_engagement,REI_experiental_ability,REI_experiental_engagement,moral_judgment,moral_judgment_disgust,moral_judgment_non_disgust,presentation_evaluation,logbook,exclude
11/4/2014,11/4/2014,1,stress,72,female,18,60,100,2,2,1,1,2,1,1,3,1,2,2,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,1,1,2,2,8,7,8,8,8,2,8,2,0,87,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,26,,,,,,,,,,,,,,7,8,5.666666666666667,5,,0
11/4/2014,11/4/2014,1,stress,75,male,18,42,72,4,4,3,3,4,2,2,4,2,2,4,4,4,2,4,4,3,3,4,4,2,2,2,2,2,1,1,2,1,1,2,2,2,2,3,2,2,2,2,2,9,9,7,9,9,4,4,2,81,86,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,37,,,,,,,,,,,,,,7.285714285714286,8.333333333333334,7.333333333333333,3,,0
11/4/2014,11/4/2014,1,stress,75,male,18,42,72,4,4,3,3,4,2,2,4,2,2,4,4,4,2,4,4,3,3,4,4,2,2,2,2,2,1,1,2,1,1,2,2,2,2,3,2,2,2,2,2,9,9,7,9,9,4,4,2,81,86,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,37,,,,,,,,,,,,,,7.285714285714286,8.333333333333334,7.333333333333333,3,,0
11/4/2014,11/4/2014,1,control,74,female,23,94,,1,1,1,1,2,1,1,3,1,3,2,1,1,1,2,2,1,1,2,2,,,,,,,,,,,,,,,,,,,,,8,8,9,4,4,1,9,,,,,3,2,3,4,5,5,3,3,4,5,2,4,3,3,3,5,2,4,3,3,5,4,5,4,5,5,3,4,2,2,2,4,3,4,3,3,3,2,4,4,3,5,3,3,4,3,4,3,4,3,2,3,4,6,2,4,4,3,3,3,3,3,2,4,5,5,5,4,4,4,4,3,3,3,5,5,4,30,,14,8,12,23,21,16,9,14,17,42,34,33,32,6.142857142857143,7,4.333333333333333,,,0
11/4/2014,11/4/2014,1,stress,76,female,19,65,56,3,2,2,1,3,1,1,3,1,3,3,2,1,1,3,3,1,1,3,3,4,3,3,3,3,1,1,3,1,3,3,2,2,2,4,2,1,1,3,3,8,5,7,7,8,6,9,2,88,6,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,48,,,,,,,,,,,,,,7.142857142857143,7.666666666666667,6,4,,0
11/4/2014,11/4/2014,1,control,77,male,21,77,,2,1,3,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,9,9,3,4,9,2,8,,,,,4,4,4,4,4,4,4,4,5,4,4,4,3,4,3,5,4,3,4,4,3,4,4,3,3,5,4,4,2,3,2,2,5,3,4,4,4,3,4,4,3,4,5,3,4,2,4,3,4,3,3,2,5,4,3,2,3,4,3,3,3,3,4,4,3,4,4,3,4,4,3,3,3,4,4,4,4,28,,13,8,12,21,19,14,10,12,20,42,36,37,33,6.285714285714286,7,5,,,0
11/4/2014,11/4/2014,1,stress,78,male,23,85,91,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,1,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,2,2,9,2,9,9,7,2,9,2,0,91,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,30,,,,,,,,,,,,,,6.714285714285714,8.333333333333334,4.333333333333333,3,,0
11/5/2014,11/5/2014,1,stress,81,female,17,27,11,2,3,3,3,3,3,3,4,1,3,3,2,2,2,3,4,2,1,4,4,4,3,2,3,4,2,3,4,1,4,3,3,3,2,4,4,2,1,4,4,7,8,9,6,9,5,3,2,100,0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,60,,,,,,,,,,,,,,6.714285714285714,8.333333333333334,6.333333333333333,2,,0
11/5/2014,11/5/2014,1,control,79,female,18,47,,3,2,2,2,3,2,3,3,1,3,3,1,1,1,3,3,2,1,3,3,,,,,,,,,,,,,,,,,,,,,7,9,6,7,8,4,4,,,,,4,2,3,2,4,3,3,2,3,2,3,4,4,3,2,3,4,3,4,2,4,2,4,2,4,3,4,2,4,4,3,4,4,4,3,3,2,2,3,4,2,4,2,4,3,2,3,2,2,4,5,4,3,2,1,2,2,3,2,2,2,1,2,2,3,2,3,1,1,1,1,1,1,2,3,2,2,45,,9,13,6,14,12,4,4,7,15,25,36,32,32,6.428571428571429,7,6.666666666666667,,,0
11/5/2014,11/5/2014,1,stress,80,female,19,47,56,3,2,2,2,3,1,1,3,1,3,3,2,2,1,3,2,2,1,3,3,2,2,2,2,2,1,1,2,1,2,2,1,1,1,2,3,2,1,2,2,7,5,4,7,6,2,7,2,45,46,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,34,,,,,,,,,,,,,,5.428571428571429,5.666666666666667,4.666666666666667,4,,0
11/5/2014,11/5/2014,1,control,82,female,19,49,,2,2,2,2,3,1,1,4,1,3,4,2,2,1,4,3,2,1,3,3,,,,,,,,,,,,,,,,,,,,,8,8,7,7,8,4,8,,,,,4,2,2,4,4,4,3,4,3,4,4,4,3,3,3,4,3,3,3,4,3,4,4,3,3,2,2,4,2,2,2,3,4,4,4,3,3,3,4,4,2,3,3,4,4,3,4,4,2,3,3,2,5,5,4,4,2,3,2,3,3,3,4,1,4,4,4,3,2,4,2,2,2,2,3,3,3,46,,13,8,14,20,17,11,6,9,16,34,33,31,33,7.142857142857143,7.666666666666667,6.333333333333333,,,0
11/5/2014,11/5/2014,1,stress,84,female,19,21,48,4,3,3,2,3,3,3,3,2,4,3,3,3,2,3,3,2,2,3,3,2,1,2,1,3,2,1,3,1,2,3,2,2,1,3,3,1,1,2,2,5,9,4,5,7,3,4,2,67,67,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,38,,,,,,,,,,,,,,5.285714285714286,5.333333333333333,5.666666666666667,3,,0
11/5/2014,11/5/2014,1,control,85,male,18,54,,2,2,2,4,3,4,2,2,2,3,2,4,4,2,2,2,2,2,4,3,,,,,,,,,,,,,,,,,,,,,9,8,9,5,9,2,7,,,,,5,5,4,4,2,5,4,4,4,5,2,4,5,4,4,5,3,5,4,5,,5,4,4,3,5,2,5,3,4,4,5,5,4,5,5,3,4,4,4,3,5,5,4,4,4,4,2,3,4,5,2,4,4,1,1,2,4,3,4,5,2,4,3,4,4,5,5,4,3,4,2,1,2,4,4,4,53,,13,11,9,21,20,16,5,12,20,47,40,40,,7,9,5,,,0
11/5/2014,11/5/2014,1,stress,86,female,23,81,62,1,2,2,2,3,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,3,2,2,2,2,2,3,1,3,2,1,1,1,2,3,2,2,2,3,8,8,7,9,9,7,8,2,55,53,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,42,,,,,,,,,,,,,,8,8,8,4,did not expect to actually give a presentation,0
11/5/2014,11/5/2014,1,control,83,male,22,50,,3,2,3,3,3,2,1,3,1,3,3,2,2,1,4,3,2,2,3,4,,,,,,,,,,,,,,,,,,,,,9,3,9,5,9,2,5,,,,,2,5,3,3,3,4,4,3,4,4,3,4,4,3,3,4,5,4,4,2,5,2,,3,3,4,3,5,5,3,1,5,3,4,4,4,3,4,4,4,4,4,3,4,3,3,4,4,4,2,4,3,6,5,4,1,4,5,4,3,2,4,3,4,4,3,4,3,4,3,2,3,1,3,4,4,4,50,,15,9,15,23,18,12,7,12,16,33,,33,39,6,9,3.3333333333333335,,,0
11/5/2014,11/5/2014,1,control,89,female,18,45,,3,3,3,3,3,2,3,3,2,3,3,1,2,1,2,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,6,8,3,9,9,5,6,,,,,5,5,1,3,4,4,3,3,5,5,3,4,3,3,3,3,,2,4,4,3,2,4,2,4,4,2,3,2,4,4,4,4,3,4,4,1,4,4,4,2,5,4,1,5,4,4,4,4,6,2,2,3,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,48,,16,10,7,28,20,14,12,12,18,34,,34,28,6.571428571428571,6,7.333333333333333,,,0
11/5/2014,11/5/2014,1,stress,88,female,18,77,83,2,3,2,4,2,3,4,4,2,2,3,1,2,1,3,3,3,3,3,3,3,3,2,1,2,3,2,1,3,2,3,3,3,2,3,2,2,3,2,2,9,9,9,9,9,1,9,2,5,76,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,47,,,,,,,,,,,,,,7.857142857142857,9,6.333333333333333,4,did not expect to actually give a presentation,0
11/5/2014,11/5/2014,1,control,87,female,19,79,,3,1,2,2,2,1,1,2,1,2,2,2,1,1,3,2,2,1,3,2,,,,,,,,,,,,,,,,,,,,,9,6,7,6,8,3,4,,,,,2,3,3,4,4,4,4,4,3,4,4,3,4,3,5,3,4,3,5,3,4,3,3,2,4,4,4,5,1,2,3,4,4,4,2,4,2,4,3,4,3,4,3,4,2,3,4,2,3,2,3,2,4,4,4,2,2,2,2,3,2,2,3,3,4,4,4,3,2,2,2,3,2,4,4,4,4,36,,12,7,12,15,18,9,9,12,16,32,27,40,39,6.142857142857143,8,5,,,0
11/5/2014,11/5/2014,1,stress,92,female,20,75,82,2,2,2,1,2,1,4,3,2,2,2,1,1,4,3,3,3,3,3,3,2,2,2,1,2,1,4,3,1,3,2,1,1,4,3,3,3,3,3,2,1,9,7,6,8,5,5,2,18,86,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,46,,,,,,,,,,,,,,5.857142857142857,5.333333333333333,6.666666666666667,5,"prepared the presentation, but also thought it might be a joke",0
11/5/2014,11/5/2014,1,stress,95,female,22,39,56,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,2,2,3,2,2,2,2,2,9,8,7,8,8,3,7,2,79,40,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,48,,,,,,,,,,,,,,7.142857142857143,8,6.333333333333333,4,,0
11/5/2014,11/5/2014,1,control,90,female,22,81,,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,9,9,7,9,9,3,9,,,,,5,5,4,5,5,5,3,2,4,4,3,4,4,2,4,4,4,4,5,4,3,4,3,2,3,4,2,3,4,3,2,4,3,4,4,4,4,3,4,3,3,4,3,4,4,4,4,3,4,5,3,3,2,5,4,4,4,3,2,3,2,4,4,4,4,4,4,3,4,3,3,4,4,3,4,4,4,38,,15,11,11,22,20,13,11,12,24,38,38,29,35,7.857142857142857,8.333333333333334,7,,,0
11/5/2014,11/5/2014,1,stress,93,female,24,47,100,3,3,2,2,3,2,1,3,2,3,2,2,2,3,2,3,1,2,3,3,2,2,3,1,2,1,1,1,1,2,2,1,1,1,2,2,1,1,2,2,2,9,4,9,9,2,3,2,3,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,31,,,,,,,,,,,,,,5.428571428571429,5,6.666666666666667,5,,0
11/5/2014,11/5/2014,1,control,91,female,18,62,,3,3,2,1,3,1,1,3,1,3,3,2,2,1,3,2,3,2,3,3,,,,,,,,,,,,,,,,,,,,,4,6,3,7,3,1,6,,,,,4,3,3,4,4,5,3,3,4,4,4,4,3,4,3,5,4,4,4,4,4,3,5,3,4,4,3,4,2,3,4,4,3,4,4,3,2,3,3,2,3,4,3,2,4,1,4,1,4,4,5,4,2,2,0,3,1,2,2,1,1,2,4,3,4,4,4,2,4,4,3,3,1,2,3,4,4,45,,10,13,4,12,19,13,6,11,18,37,37,33,34,4.285714285714286,3.3333333333333335,4.666666666666667,,,0
11/5/2014,11/5/2014,1,control,94,male,18,66,,2,2,2,2,3,1,2,3,1,2,2,2,2,1,2,3,2,1,3,2,,,,,,,,,,,,,,,,,,,,,9,7,5,3,8,2,8,,,,,2,4,2,5,2,4,2,2,2,3,4,2,3,2,2,4,5,2,2,3,2,4,3,1,2,4,1,4,4,2,2,2,2,4,3,4,2,4,4,3,2,2,3,2,2,4,4,5,1,4,3,2,5,4,4,4,2,4,2,4,2,4,3,4,5,3,5,1,2,3,3,4,1,4,4,4,4,40,,14,9,13,22,20,9,9,12,15,30,29,24,27,6,7.333333333333333,4,,,0
11/5/2014,11/5/2014,1,stress,96,female,19,80,69,3,2,4,3,3,1,2,3,2,2,4,3,3,2,3,3,3,3,3,2,2,2,3,2,3,1,1,2,2,2,3,3,2,1,3,3,3,2,2,2,2,9,4,7,2,1,3,2,92,59,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,44,,,,,,,,,,,,,,4,2.6666666666666665,5.666666666666667,3,,0
11/5/2014,11/5/2014,1,control,98,female,18,81,,1,2,1,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,2,2,,,,,,,,,,,,,,,,,,,,,8,9,6,7,6,3,4,,,,,4,4,4,4,4,2,4,3,3,4,4,2,4,3,4,3,4,4,4,2,4,3,4,3,4,4,4,4,4,4,4,4,5,3,4,4,2,4,4,4,2,4,3,3,2,4,4,4,4,5,4,3,5,5,1,4,4,4,1,3,3,4,4,4,4,4,4,4,4,3,3,2,3,4,4,4,4,29,,16,12,11,23,20,14,9,12,20,30,35,40,35,6.142857142857143,6.666666666666667,6.333333333333333,,,0
11/5/2014,11/5/2014,1,stress,97,female,18,43,74,4,2,2,2,3,1,2,2,2,3,3,3,3,1,3,2,2,1,2,3,2,2,1,2,2,1,1,2,1,2,2,1,1,1,3,2,2,1,2,2,7,9,8,7,3,5,4,2,47,67,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,33,,,,,,,,,,,,,,6.142857142857143,6,7,4,,0
11/5/2014,11/5/2014,1,control,106,female,19,83,,2,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,9,5,7,3,9,2,2,,,,,3,4,1,1,5,4,5,4,4,4,5,4,4,4,4,3,4,4,4,3,4,4,5,4,4,5,4,4,1,4,4,4,4,4,4,2,4,4,4,2,2,4,4,2,3,4,4,4,4,2,1,2,5,2,4,4,4,4,3,1,4,2,5,5,4,4,4,2,4,4,4,2,4,4,2,2,2,27,,16,5,11,22,22,14,10,6,14,39,37,37,37,5.285714285714286,8.333333333333334,3.3333333333333335,,,0
11/5/2014,11/5/2014,1,stress,100,female,22,69,78,2,2,1,3,1,1,1,1,1,2,1,1,1,3,2,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,9,8,9,9,7,5,9,2,87,26,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,24,,,,,,,,,,,,,,8,8.333333333333334,7.333333333333333,4,,0
11/5/2014,11/5/2014,1,stress,99,female,18,20,28,3,1,2,2,3,3,3,4,1,3,3,3,3,2,4,3,3,2,4,3,2,1,2,2,3,2,3,3,2,3,3,2,2,3,3,3,3,2,4,3,8,9,9,6,9,2,7,2,87,25,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,51,,,,,,,,,,,,,,7.142857142857143,8.666666666666666,5.666666666666667,4,,0
11/5/2014,11/5/2014,1,stress,102,female,18,24,39,3,2,3,2,3,1,3,4,2,3,3,3,3,2,4,3,3,1,3,3,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,3,2,1,3,3,6,7,6,7,4,4,7,2,75,15,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,38,,,,,,,,,,,,,,5.857142857142857,5.333333333333333,6,7,,0
11/5/2014,11/5/2014,1,control,105,female,21,93,,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,9,4,8,4,8,2,9,,,,,4,3,4,4,3,5,4,4,4,4,4,4,4,4,4,5,4,2,3,5,3,1,4,3,4,5,4,5,4,3,4,4,4,5,3,3,2,4,3,4,3,5,2,4,4,3,4,3,4,3,3,4,3,4,4,3,2,4,3,4,2,3,3,2,3,4,4,2,3,4,2,3,2,3,5,4,4,23,,14,10,11,21,16,11,8,13,18,37,37,40,36,6.285714285714286,8.333333333333334,3.3333333333333335,,,0
11/5/2014,11/5/2014,1,control,104,female,19,52,,1,2,2,1,2,1,1,3,1,3,2,1,1,2,2,2,1,2,3,2,,,,,,,,,,,,,,,,,,,,,6,8,9,8,8,3,7,,,,,3,4,3,4,3,4,3,4,4,4,3,4,4,4,3,4,4,3,4,4,3,3,4,3,3,4,2,4,3,3,3,4,3,4,4,3,3,3,4,3,3,4,3,3,4,1,4,2,3,2,2,2,3,3,2,2,2,2,2,2,1,2,3,2,3,3,2,2,1,1,1,1,1,1,3,2,2,35,,10,6,8,13,13,5,3,7,17,36,38,31,34,7,7.666666666666667,6.333333333333333,,,0
11/5/2014,11/5/2014,1,control,101,female,19,60,,2,1,1,1,1,1,2,4,1,2,2,1,1,1,1,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,9,5,6,7,7,4,5,,,,,4,4,4,3,2,5,4,4,3,4,4,2,4,4,3,5,4,4,2,3,4,4,3,4,3,4,3,4,5,1,3,4,4,4,2,4,4,3,2,4,3,3,4,4,4,5,4,4,3,1,2,3,4,2,5,4,4,4,4,4,3,4,4,4,4,4,4,1,4,3,4,4,2,4,3,4,4,29,,16,6,11,27,20,12,10,11,17,40,30,36,36,6.142857142857143,7.333333333333333,5.333333333333333,,,0
11/5/2014,11/5/2014,1,stress,103,female,20,46,58,2,2,2,2,2,1,1,2,1,2,3,1,1,2,4,2,2,2,3,2,3,2,2,2,3,1,1,2,1,3,2,2,2,1,4,2,2,2,3,2,9,7,8,7,8,2,8,2,65,29,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,42,,,,,,,,,,,,,,7,8.333333333333334,5.333333333333333,4,,0
11/5/2014,11/5/2014,1,stress,107,male,31,67,99,3,2,2,2,3,2,3,4,2,3,3,2,2,2,3,3,2,2,2,2,2,2,2,1,2,1,2,4,1,3,2,1,1,1,2,2,2,1,3,3,9,9,9,6,9,5,9,1,24,83,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,38,,,,,,,,,,,,,,8,9,6.666666666666667,2,,0
11/5/2014,11/5/2014,1,control,111,female,20,48,,2,2,1,3,2,1,1,2,1,2,2,2,2,1,2,2,1,1,2,2,,,,,,,,,,,,,,,,,,,,,9,9,8,6,9,8,3,,,,,2,4,3,4,4,2,2,3,2,4,4,2,3,4,4,4,1,2,3,3,4,3,2,4,3,3,3,3,4,3,3,2,3,4,4,3,2,3,2,2,,3,2,3,3,4,4,4,4,5,3,3,5,5,1,2,2,4,4,4,4,3,3,2,3,3,2,3,3,2,2,3,2,3,2,2,3,34,,16,11,11,23,13,10,8,7,17,30,25,30,,7.428571428571429,8.666666666666666,7.666666666666667,,,0
11/5/2014,11/5/2014,1,control,112,male,20,34,,3,3,3,4,3,2,1,3,1,3,3,2,1,3,4,4,3,3,4,3,,,,,,,,,,,,,,,,,,,,,1,9,1,1,9,1,7,,,,,5,4,2,4,5,5,4,4,5,5,4,5,1,3,2,5,3,1,5,5,4,5,2,5,5,5,4,5,1,3,2,5,4,3,4,5,5,4,4,4,1,1,5,3,5,4,2,2,4,2,2,1,6,6,4,5,5,5,5,5,5,4,4,4,4,4,4,5,3,5,5,3,3,2,0,1,1,56,,12,5,16,34,20,18,8,2,20,46,37,38,30,4.142857142857143,3.6666666666666665,3.6666666666666665,,,0
11/5/2014,11/5/2014,1,stress,109,female,18,22,69,4,3,4,4,3,3,2,3,2,4,4,4,4,3,4,3,3,3,4,3,2,2,1,1,2,1,1,3,1,2,2,1,1,1,1,2,1,1,2,2,8,9,9,7,9,4,7,2,88,12,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,30,,,,,,,,,,,,,,7.571428571428571,8.666666666666666,6.666666666666667,2,,0
