V8,V9,V10,condition,ppnr,Q1.2,Q1.3,Q95,Q1.4_1,Q1.4_2,Q1.4_3,Q1.4_4,Q1.5,Q1.6_1,Q1.6_2,Q1.6_3,Q1.6_4,Q2.1,Q2.2,Q2.3,Q97,mood_1,stai1_1,stai1_2,stai1_3,stai1_4,stai1_5,stai1_6,stai1_7,stai2_1,stai2_2,stai2_3,stai2_4,stai2_5,stai2_6,stai2_7,stai3_1,stai3_2,stai3_3,stai3_4,stai3_5,stai3_6,gender,age,Q19.7,Q118,Q105,D1dog,D2wallet,D3plane,D4resume,D5kitten,D6trolley,D7control,Q120,Q113,Q19.11,Q98,Q101,Q114_1,Q114_2,Q114_3,Q114_4,presBefore,presEva_1,presEva_2,presEva_3,presEva_4,presEva_5,VervLeuk_1,VervLeuk_2,challenge_1,moodPost_1,stai1post_1,stai1post_2,stai1post_3,stai1post_4,stai1post_5,stai1post_6,stai1post_7,stai2post_1,stai2post_2,stai2post_3,stai2post_4,stai2post_5,stai2post_6,stai2post_7,stai3post_1,stai3post_2,stai3post_3,stai3post_4,stai3post_5,stai3post_6,Q117,pbc_1,pbc_2,pbc_3,pbc_4,pbc_5,Q117.0,rei1,rei2,rei3,rei4,rei5,rei6,rei7,rei8,rei9,rei10,rei11,rei12,rei13,rei14,rei15,rei16,rei17,rei18,rei19,rei20,rei21,rei22,rei23,rei24,rei25,rei26,rei27,rei28,rei29,rei30,rei31,rei32,rei33,rei34,rei35,rei36,rei37,rei38,rei39,rei40,Maia1_1,Maia1_2,Maia1_3,Maia1_4,Maia1_5,Maia1_6,Maia1_7,Maia1_8,Maia1_9,Maia1_10,Maia1_11,Maia1_12,Maia1_13,Maia1_14,Maia1_15,Maia1_16,Maia2_1,Maia2_2,Maia2_3,Maia2_4,Maia2_5,Maia2_6,Maia2_7,Maia2_8,Maia2_9,Maia2_10,Maia2_11,Maia2_12,Maia2_13,Maia2_14,Maia2_15,Maia2_16,Q19.12
11/3/2014,11/3/2014,1,2,20,1,NA,NA,NA,NA,NA,NA,1,9.86,9.86,181.004,1,NA,1,1,1,65,4,3,1,1,3,2,2,2,1,3,2,1,1,2,4,3,1,1,2,2,2,19,1,NA,1,2,9,8,7,7,3,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,2,1,1,3,5,4,2,4,3,3,3,3,4,3,4,2,2,2,3,2,2,3,2,2,4,3,3,2,3,3,2,3,3,4,2,3,3,2,3,1,3,2,3,4,2,5,3,4,4,5,4,2,4,5,4,5,5,4,4,4,4,3,5,5,5,4,4,3,4,4,4,4,5,5,5,1
11/3/2014,11/3/2014,1,1,28,1,1,1,0,0,180.968,0,NA,NA,NA,NA,NA,1,NA,1,1,53,3,3,1,2,3,1,1,2,1,3,2,1,1,1,3,3,1,1,3,2,1,22,1,1,1,2,8,6,7,8,4,9,1,1,1,pres,1,65.421,65.421,67.508,1,2,NA,NA,1,NA,NA,20,84,88,68,2,2,2,2,2,2,1,3,1,2,2,1,1,1,2,3,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/3/2014,11/3/2014,1,1,30,1,1,1,2.96,4.339,180.994,4,NA,NA,NA,NA,NA,1,NA,1,1,64,3,3,2,2,3,1,1,2,1,3,3,2,2,1,3,3,2,1,3,3,2,20,1,1,1,9,9,9,9,9,5,4,1,1,1,pres,1,0,0,115.866,0,2,NA,NA,1,NA,NA,20,42,24,74,3,3,1,1,4,1,1,2,1,3,3,1,1,1,3,3,1,2,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/3/2014,11/3/2014,1,2,33,1,NA,NA,NA,NA,NA,NA,1,4.82,4.82,180.968,1,NA,1,1,1,70,4,4,1,1,4,1,2,3,1,3,2,1,1,1,3,3,2,1,3,3,2,17,1,NA,1,3,7,7,7,6,5,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,4,2,1,1,3,4,2,4,3,2,3,3,3,1,4,3,3,1,3,4,2,1,2,1,2,4,2,3,2,4,2,3,4,3,3,3,3,2,2,2,4,3,2,3,5,3,5,3,5,5,3,3,5,5,5,5,5,5,4,4,3,4,4,5,5,4,4,5,4,4,4,4,4,4,4,1
11/3/2014,11/3/2014,1,2,37,1,NA,NA,NA,NA,NA,NA,1,1.291,1.291,180.998,1,NA,1,1,1,50,2,3,3,3,2,1,2,1,3,2,3,1,1,2,1,2,2,1,2,2,1,18,1,NA,1,9,3,4,6,9,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,4,5,5,1,1,3,2,3,4,4,1,2,3,3,2,4,4,3,2,2,3,2,3,3,2,3,4,2,4,3,5,1,1,4,2,4,2,3,3,2,3,4,2,3,5,5,5,5,4,2,3,1,1,2,5,5,5,5,5,5,5,5,5,2,3,5,4,4,3,3,4,3,4,6,6,6,1
11/3/2014,11/3/2014,1,1,36,1,1,1,0,0,180.999,0,NA,NA,NA,NA,NA,1,NA,1,1,32,1,2,3,3,1,1,2,1,3,1,1,4,4,2,1,1,2,4,1,1,2,21,1,1,1,7,8,5,8,8,4,5,1,1,1,pres,1,0,0,128.517,0,2,NA,NA,1,NA,NA,98,1,83,49,2,2,2,2,2,1,1,2,1,2,2,3,3,1,2,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/3/2014,11/3/2014,1,1,32,1,1,1,73.468,77.391,181.01,13,NA,NA,NA,NA,NA,1,NA,1,1,74,3,3,2,2,3,1,2,3,1,3,3,2,1,1,2,3,1,2,3,3,2,19,1,1,1,9,9,9,9,9,3,3,1,1,1,pres,1,0,0,12.642,0,2,NA,NA,1,NA,NA,90,3,81,77,2,3,2,1,3,1,2,3,1,3,3,2,1,1,3,3,2,2,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/3/2014,11/3/2014,1,2,35,1,NA,NA,NA,NA,NA,NA,1,4.908,133.229,180.991,5,NA,1,1,1,84,3,4,2,2,4,1,1,3,1,3,3,1,1,1,2,3,1,1,1,3,2,18,1,NA,1,8,9,9,7,5,2,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,4,1,2,1,1,4,5,4,4,4,1,5,5,5,1,4,2,1,1,1,5,2,4,2,1,2,5,4,4,3,1,1,1,5,5,3,4,4,1,4,1,4,1,2,4,5,2,4,3,3,6,2,4,2,3,2,2,5,5,5,5,2,3,6,6,6,4,5,5,5,4,4,4,5,5,5,1
11/3/2014,11/3/2014,1,2,31,1,NA,NA,NA,NA,NA,NA,1,10.647,10.647,181.007,1,NA,1,1,1,69,3,3,2,1,3,1,2,3,1,3,3,2,2,2,3,3,2,1,3,3,2,23,1,NA,1,8,7,8,7,8,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,5,4,1,1,4,4,2,4,4,2,5,4,4,1,4,3,1,2,2,4,2,3,2,1,3,4,2,3,2,4,2,2,4,4,3,3,4,2,3,2,4,2,3,4,4,3,4,5,5,5,2,2,5,4,3,4,4,4,4,4,6,3,4,4,5,3,4,5,5,2,2,2,4,4,5,1
11/3/2014,11/3/2014,1,1,34,1,1,1,0,0,180.998,0,NA,NA,NA,NA,NA,1,NA,1,1,63,3,4,2,1,3,2,1,3,1,3,3,1,1,2,3,3,1,1,3,3,2,18,1,1,1,3,4,8,8,8,7,8,1,1,1,pres,1,0,0,5.357,0,2,NA,NA,NA,1,NA,73,31,57,65,3,4,1,1,3,1,1,3,1,3,3,1,1,2,3,3,1,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/3/2014,11/3/2014,1,1,38,1,1,1,0,0,180.969,0,NA,NA,NA,NA,NA,1,NA,1,1,67,3,3,2,2,2,1,4,2,1,3,3,2,2,1,2,3,2,2,2,3,2,18,1,1,1,8,9,8,9,9,5,7,1,1,1,pres,1,0,0,249.659,0,2,NA,NA,NA,1,NA,68,68,100,79,3,3,1,1,3,1,4,3,1,3,3,1,1,1,4,3,1,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/3/2014,11/3/2014,1,2,40,1,NA,NA,NA,NA,NA,NA,1,25.021,25.021,181.006,1,NA,1,1,1,19,2,4,3,3,3,3,3,3,2,3,3,3,3,2,2,2,1,1,1,2,1,22,1,NA,1,9,6,1,1,9,7,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,1,1,5,4,1,5,5,1,5,5,5,2,5,5,1,1,1,4,5,5,NA,NA,NA,NA,NA,5,3,3,1,1,5,5,5,5,5,1,3,3,3,3,3,4,4,4,3,3,4,4,3,4,3,3,4,3,4,4,4,3,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,1
11/3/2014,11/3/2014,1,2,39,1,NA,NA,NA,NA,NA,NA,1,3.772,3.772,180.992,1,NA,1,1,1,87,4,4,1,1,4,1,1,3,1,4,4,1,1,1,3,4,1,1,3,4,1,20,1,NA,1,7,8,9,4,9,5,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,4,4,1,1,3,3,2,4,4,2,4,4,3,2,5,4,2,2,2,3,4,3,1,1,4,4,2,3,4,3,2,3,4,4,1,2,4,2,3,1,4,1,2,4,5,5,4,3,4,5,3,2,5,6,5,5,4,4,5,5,3,2,4,5,4,4,5,4,3,2,2,4,6,6,5,1
11/4/2014,11/4/2014,1,1,42,1,1,1,6.203,8.874,180.998,4,NA,NA,NA,NA,NA,1,NA,1,1,58,3,3,1,1,3,2,1,2,1,2,2,1,1,2,2,2,1,1,1,2,2,19,1,1,1,9,7,6,7,9,7,7,1,1,1,pres,1,0,0,144.292,0,2,NA,1,NA,NA,NA,100,15,66,45,2,2,2,2,2,2,1,1,1,2,1,2,1,2,2,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/4/2014,11/4/2014,1,2,41,1,NA,NA,NA,NA,NA,NA,1,6.374,90.151,180.966,6,NA,1,1,1,84,2,2,2,1,2,1,3,3,1,3,2,1,1,2,2,3,2,1,2,3,2,26,1,NA,1,9,9,8,9,9,1,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,5,5,5,1,1,5,4,1,5,3,3,4,3,3,1,5,4,1,1,1,5,1,5,1,1,3,5,1,4,2,5,4,3,4,2,4,5,4,1,4,1,5,5,1,6,6,3,5,1,6,6,1,2,5,4,5,5,5,5,5,2,6,6,6,6,4,2,5,4,2,5,2,1,4,6,6,1
11/4/2014,11/4/2014,1,1,43,1,1,1,0,0,180.999,0,NA,NA,NA,NA,NA,1,NA,1,1,58,2,2,3,3,1,1,3,1,2,2,3,3,3,1,2,3,3,3,2,2,2,19,1,1,1,8,6,4,7,9,3,9,1,1,1,pres,1,0,0,140.436,0,2,NA,NA,1,NA,NA,58,36,66,57,2,3,1,1,3,2,2,3,2,2,3,1,1,1,3,3,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/4/2014,11/4/2014,1,1,46,1,1,1,107.221,107.221,180.99,1,NA,NA,NA,NA,NA,1,NA,1,1,57,2,3,2,2,3,1,1,2,1,2,2,2,1,1,2,2,1,2,2,2,2,19,1,1,1,9,9,8,8,8,4,7,1,1,1,pres,1,0,0,145.75,0,2,NA,1,1,NA,NA,54,45,56,45,2,3,1,1,2,2,1,2,1,2,2,1,1,1,2,2,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/4/2014,11/4/2014,1,2,44,1,NA,NA,NA,NA,NA,NA,1,9.197,9.197,181.035,1,NA,1,1,1,62,3,4,2,3,3,1,1,1,1,3,3,1,1,1,2,2,1,1,3,3,2,19,1,NA,1,9,2,9,8,7,5,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,4,1,1,4,4,5,2,3,5,3,4,4,4,4,3,3,4,3,1,1,1,3,4,3,5,5,1,1,4,1,1,1,4,1,2,1,2,2,2,2,3,5,6,6,5,3,2,2,5,4,4,4,5,5,5,4,4,5,5,5,6,6,4,5,3,4,3,3,3,2,2,5,5,4,1
11/4/2014,11/4/2014,1,2,45,1,NA,NA,NA,NA,NA,NA,1,9.694,9.694,181.001,1,NA,1,1,1,40,2,2,3,3,1,2,3,2,2,1,1,2,2,3,2,2,2,2,2,2,2,21,1,NA,1,9,2,9,8,9,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,5,3,1,5,3,4,4,2,3,2,3,2,3,5,2,4,4,5,5,4,2,2,4,5,5,3,5,1,3,2,3,5,1,4,2,2,2,3,2,2,1,4,4,3,5,3,3,2,4,3,3,5,4,1,2,3,3,3,3,3,5,5,5,3,4,3,4,3,2,2,2,2,2,3,3,1
11/4/2014,11/4/2014,1,1,50,1,1,1,0,0,181.012,0,NA,NA,NA,NA,NA,1,NA,1,1,75,3,2,2,2,3,1,1,2,1,3,2,2,2,1,2,2,2,1,2,2,2,18,1,1,1,4,6,3,5,8,2,6,1,1,1,pres,1,0,0,224,0,2,NA,NA,NA,1,NA,45,61,76,70,3,2,1,1,2,1,1,3,1,2,2,1,1,1,3,3,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/4/2014,11/4/2014,1,2,47,1,NA,NA,NA,NA,NA,NA,1,8.169,8.169,180.993,1,NA,1,1,1,51,3,3,1,1,3,1,2,3,1,3,3,1,1,1,3,3,1,1,3,3,2,19,1,NA,1,8,9,6,8,9,2,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,4,4,1,5,4,1,4,4,4,1,4,4,1,1,2,3,1,5,2,1,2,4,2,5,2,4,2,2,5,4,5,3,4,2,3,2,4,2,1,1,4,4,2,2,4,4,2,2,4,3,2,4,3,3,4,3,3,4,4,3,4,4,3,4,4,3,4,3,5,5,4,1
11/4/2014,11/4/2014,1,1,49,1,1,1,6.849,83.072,181.002,3,NA,NA,NA,NA,NA,1,NA,1,1,63,4,3,2,2,2,1,1,2,1,2,3,1,1,2,2,2,1,1,3,2,1,23,1,1,1,4,8,9,6,5,2,7,1,1,1,pres,1,0,0,171.072,0,2,NA,NA,NA,NA,1,18,58,79,75,2,2,2,2,2,1,1,3,1,2,2,2,2,1,2,2,1,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/4/2014,11/4/2014,1,1,51,1,1,1,0,0,180.997,0,NA,NA,NA,NA,NA,1,NA,1,1,44,3,2,1,1,2,1,1,3,1,2,2,1,1,2,3,2,1,2,1,2,2,20,1,1,1,9,8,8,6,9,2,6,1,1,1,pres,1,0,0,221.766,0,1,NA,NA,NA,1,NA,78,13,11,40,1,2,2,2,2,1,1,3,1,2,2,2,2,1,1,2,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/4/2014,11/4/2014,1,2,48,1,NA,NA,NA,NA,NA,NA,1,10.57,10.57,181.004,1,NA,1,1,1,45,3,3,2,1,3,1,1,2,1,2,3,2,1,1,3,3,2,1,2,3,1,20,1,NA,1,7,2,4,6,8,5,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,3,4,1,2,4,3,3,3,3,2,4,4,3,1,4,4,2,2,3,4,2,2,3,1,4,3,4,3,5,3,3,3,4,2,3,2,3,3,3,4,3,3,3,2,4,4,5,4,3,4,3,5,3,4,4,3,3,4,3,4,3,4,4,3,4,2,3,2,3,3,3,4,4,4,4,1
11/4/2014,11/4/2014,1,2,52,1,NA,NA,NA,NA,NA,NA,1,20.271,20.271,180.983,1,NA,1,1,1,67,2,4,3,2,3,3,4,3,1,3,2,1,1,3,2,3,4,1,2,3,2,19,1,NA,1,9,7,3,5,9,5,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,5,3,4,1,1,2,3,3,4,1,2,3,4,3,2,5,4,4,2,3,3,2,4,4,2,4,4,4,3,4,4,1,3,2,3,2,2,2,3,3,1,3,2,3,5,6,6,6,5,3,4,4,3,5,4,3,4,4,4,2,4,3,5,5,5,5,2,3,6,3,4,3,2,5,5,5,1
11/4/2014,11/4/2014,1,1,53,1,1,1,0,0,181.002,0,NA,NA,NA,NA,NA,1,NA,1,1,62,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,19,1,1,1,9,9,7,7,9,6,5,1,1,1,pres,1,0,0,154.396,0,2,1,NA,NA,NA,NA,100,1,44,29,1,1,3,3,2,3,2,1,1,1,1,2,2,2,1,1,2,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/4/2014,11/4/2014,1,1,60,1,1,1,13.216,13.44,181.011,2,NA,NA,NA,NA,NA,1,NA,1,1,67,2,4,2,2,3,1,2,3,2,3,2,3,3,1,2,3,2,1,3,3,2,18,1,1,1,8,9,8,9,7,4,9,1,1,1,pres,1,0,0,109.437,0,2,NA,NA,1,NA,NA,85,22,85,41,3,3,1,2,3,1,1,3,1,4,3,1,1,1,3,3,1,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/4/2014,11/4/2014,1,2,55,1,NA,NA,NA,NA,NA,NA,1,6.302,6.302,180.988,1,NA,1,1,1,58,4,4,1,1,3,1,2,3,1,3,3,1,1,2,4,3,2,1,3,3,1,17,1,NA,1,3,5,5,7,5,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,4,1,1,2,3,4,2,5,3,3,3,4,3,1,4,2,2,2,3,4,4,3,2,2,3,4,3,2,3,4,3,3,3,3,4,2,3,3,2,3,4,4,3,3,5,5,4,5,5,5,3,3,5,4,4,3,4,4,4,4,3,4,4,5,5,4,3,2,2,2,2,3,5,4,4,1
11/4/2014,11/4/2014,1,2,56,1,NA,NA,NA,NA,NA,NA,1,11.321,11.321,180.996,1,NA,1,1,1,69,3,3,1,1,3,1,1,2,1,2,3,1,1,1,3,2,1,2,3,2,2,18,1,NA,1,7,5,4,9,8,2,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,4,4,1,2,4,3,3,4,4,4,4,3,4,3,4,4,3,3,3,4,2,1,3,3,3,4,2,4,5,2,3,2,4,3,2,4,3,3,3,4,2,3,3,5,5,5,4,2,3,4,4,3,3,3,4,4,5,5,4,5,4,4,5,5,5,3,4,4,3,3,2,4,4,4,5,1
