V8,V9,V10,condition,ppnr,Q1.2,Q1.3,Q95,Q1.4_1,Q1.4_2,Q1.4_3,Q1.4_4,Q1.5,Q1.6_1,Q1.6_2,Q1.6_3,Q1.6_4,Q2.1,Q2.2,Q2.3,Q97,mood_1,stai1_1,stai1_2,stai1_3,stai1_4,stai1_5,stai1_6,stai1_7,stai2_1,stai2_2,stai2_3,stai2_4,stai2_5,stai2_6,stai2_7,stai3_1,stai3_2,stai3_3,stai3_4,stai3_5,stai3_6,gender,age,Q19.7,Q118,Q105,D1dog,D2wallet,D3plane,D4resume,D5kitten,D6trolley,D7control,Q120,Q113,Q19.11,Q98,Q101,Q114_1,Q114_2,Q114_3,Q114_4,presBefore,presEva_1,presEva_2,presEva_3,presEva_4,presEva_5,VervLeuk_1,VervLeuk_2,challenge_1,moodPost_1,stai1post_1,stai1post_2,stai1post_3,stai1post_4,stai1post_5,stai1post_6,stai1post_7,stai2post_1,stai2post_2,stai2post_3,stai2post_4,stai2post_5,stai2post_6,stai2post_7,stai3post_1,stai3post_2,stai3post_3,stai3post_4,stai3post_5,stai3post_6,Q117,pbc_1,pbc_2,pbc_3,pbc_4,pbc_5,Q117.0,rei1,rei2,rei3,rei4,rei5,rei6,rei7,rei8,rei9,rei10,rei11,rei12,rei13,rei14,rei15,rei16,rei17,rei18,rei19,rei20,rei21,rei22,rei23,rei24,rei25,rei26,rei27,rei28,rei29,rei30,rei31,rei32,rei33,rei34,rei35,rei36,rei37,rei38,rei39,rei40,Maia1_1,Maia1_2,Maia1_3,Maia1_4,Maia1_5,Maia1_6,Maia1_7,Maia1_8,Maia1_9,Maia1_10,Maia1_11,Maia1_12,Maia1_13,Maia1_14,Maia1_15,Maia1_16,Maia2_1,Maia2_2,Maia2_3,Maia2_4,Maia2_5,Maia2_6,Maia2_7,Maia2_8,Maia2_9,Maia2_10,Maia2_11,Maia2_12,Maia2_13,Maia2_14,Maia2_15,Maia2_16,Q19.12
11/5/2014,11/5/2014,1,2,116,1,NA,NA,NA,NA,NA,NA,1,1.075,171.779,180.99,8,NA,1,1,1,53,4,4,1,1,3,2,1,2,1,3,3,1,1,1,4,4,2,1,4,3,1,18,1,NA,1,9,8,3,9,9,1,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,5,2,1,1,3,3,2,5,4,1,3,4,3,2,4,4,3,1,4,4,2,4,3,2,4,5,2,2,5,5,5,3,5,2,3,3,4,3,3,1,5,3,2,4,4,5,5,3,3,5,1,1,3,2,2,4,4,4,5,4,5,6,6,4,6,3,4,4,3,5,5,3,6,6,6,1
11/5/2014,11/5/2014,1,2,117,1,NA,NA,NA,NA,NA,NA,1,8.74,8.74,180.966,1,NA,1,1,1,61,3,3,2,1,3,2,2,3,1,3,3,2,2,1,3,3,2,2,3,3,1,22,1,NA,1,7,5,6,7,9,4,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,4,1,1,2,3,3,2,4,3,2,3,3,4,2,4,3,2,2,2,4,3,3,2,2,2,4,2,3,3,2,2,2,4,3,4,3,4,3,3,2,4,3,2,3,4,5,3,4,4,5,3,3,4,2,3,4,3,3,4,5,4,4,4,5,4,4,4,4,3,4,3,4,5,5,4,1
11/5/2014,11/5/2014,1,1,114,1,1,1,0,0,181.01,0,NA,NA,NA,NA,NA,1,NA,1,1,53,2,2,2,2,2,1,2,2,2,2,2,2,2,1,3,3,3,2,3,2,2,19,1,1,1,6,8,7,7,8,5,6,1,1,1,pres,1,0,0,163.083,0,2,NA,NA,1,1,NA,50,25,54,42,2,2,3,2,2,1,2,2,2,2,2,3,2,1,2,2,2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/5/2014,11/5/2014,1,1,118,1,1,1,0,0,180.996,0,NA,NA,NA,NA,NA,1,NA,1,1,72,4,3,1,1,3,1,2,1,1,2,3,1,1,1,3,2,1,2,2,3,1,19,1,1,1,4,2,1,2,8,3,7,1,1,1,pres,1,0,0,119.854,0,2,NA,NA,NA,1,NA,1,74,32,72,3,3,1,1,3,1,1,3,1,3,3,1,1,1,4,4,1,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/6/2014,11/6/2014,1,2,121,1,NA,NA,NA,NA,NA,NA,1,8.525,8.525,180.955,1,NA,1,1,1,29,2,2,3,2,2,2,2,1,1,1,1,1,1,2,2,1,2,1,1,1,2,21,1,NA,1,9,8,9,8,9,4,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,1,1,3,3,2,3,4,2,3,4,3,2,4,4,2,4,2,2,1,1,3,2,3,4,1,4,4,4,3,4,4,2,3,4,4,3,3,3,3,4,3,6,6,5,6,2,2,3,3,3,4,5,5,5,5,4,2,4,6,6,5,5,3,3,3,3,2,5,4,5,2,2,5,1
11/6/2014,11/6/2014,1,1,123,1,1,1,0,0,181.01,0,NA,NA,NA,NA,NA,1,NA,1,1,77,2,3,2,2,2,1,1,3,1,2,3,2,2,1,2,3,1,2,2,3,2,19,1,1,1,9,6,9,8,9,4,7,1,1,1,pres,1,0,0,139.112,0,2,NA,NA,NA,1,NA,19,49,67,85,4,4,1,1,3,1,1,3,1,3,3,1,1,1,3,4,1,1,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/6/2014,11/6/2014,1,1,120,1,1,1,0,0,181.012,0,NA,NA,NA,NA,NA,1,NA,1,1,47,2,3,3,3,2,1,1,2,1,2,2,2,3,1,2,3,1,2,3,3,1,18,1,1,1,8,6,9,7,8,3,9,1,1,1,pres,1,0,0,169.844,0,2,NA,NA,1,NA,NA,54,43,63,63,3,3,2,2,3,1,1,2,1,3,3,1,1,1,3,3,1,2,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/6/2014,11/6/2014,1,2,122,1,NA,NA,NA,NA,NA,NA,1,6.867,6.867,180.984,1,NA,1,1,1,70,3,3,2,1,3,1,1,3,1,3,3,1,1,1,3,3,2,1,2,3,2,19,1,NA,1,7,9,9,9,9,2,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,3,1,1,4,4,2,4,4,2,4,4,4,1,4,4,1,2,2,4,2,3,2,2,2,5,3,4,2,4,2,2,4,3,3,2,4,2,3,1,4,2,2,5,5,5,5,3,5,5,3,3,4,5,4,5,5,5,4,4,5,5,5,6,5,4,5,5,4,5,5,4,6,6,5,1
11/6/2014,11/6/2014,1,1,125,1,1,1,0,0,180.984,0,NA,NA,NA,NA,NA,1,NA,1,1,57,2,3,2,2,2,3,1,1,1,3,3,3,3,1,1,2,2,2,1,2,2,22,1,1,1,9,7,7,5,9,4,2,1,1,1,pres,1,0,0,113.149,0,2,NA,NA,NA,1,NA,55,55,74,58,2,3,2,2,3,2,1,3,1,2,2,2,1,1,2,2,1,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/6/2014,11/6/2014,1,1,124,1,1,1,0,0,181.008,0,NA,NA,NA,NA,NA,1,NA,1,1,64,3,3,2,1,2,1,1,2,1,3,2,2,1,1,2,3,1,1,3,3,2,22,1,1,1,7,8,9,8,7,4,7,1,1,1,pres,1,0,0,164.159,0,2,NA,NA,NA,1,NA,56,65,66,59,3,3,2,1,3,1,1,3,1,2,2,1,1,1,3,3,1,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/6/2014,11/6/2014,1,1,127,1,1,1,0,0,180.98,0,NA,NA,NA,NA,NA,1,NA,1,1,15,1,3,4,4,1,3,2,2,2,1,1,4,4,1,1,1,3,3,1,1,2,18,1,1,1,9,6,9,7,9,4,6,1,1,1,pres,1,0,0,122.055,0,2,NA,1,NA,NA,NA,100,0,76,20,2,3,1,1,3,1,1,2,1,3,2,1,1,1,3,2,1,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/6/2014,11/6/2014,1,2,128,1,NA,NA,NA,NA,NA,NA,1,2.132,109.785,180.997,3,NA,1,1,1,67,3,3,1,1,3,1,2,3,1,3,3,1,2,2,3,3,2,1,3,3,2,19,1,NA,1,9,6,9,8,9,6,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,2,1,4,3,4,5,3,4,4,4,3,4,4,3,5,3,4,2,5,4,2,3,4,3,4,5,4,2,3,2,2,4,4,3,4,4,2,4,2,3,3,4,5,5,3,4,2,2,4,4,4,3,2,2,1,2,3,2,3,2,3,4,4,4,3,3,3,4,4,2,2,5,5,5,1
11/6/2014,11/6/2014,1,1,133,1,1,1,0,0,180.97,0,NA,NA,NA,NA,NA,1,NA,1,1,81,3,3,2,2,3,1,2,3,1,3,2,2,1,1,3,3,1,1,2,3,2,20,1,1,1,9,9,9,7,9,7,4,1,1,1,pres,1,0,0,140.396,0,2,NA,NA,1,NA,NA,85,7,71,69,2,3,2,2,3,1,1,3,1,3,3,1,1,1,3,3,1,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/6/2014,11/6/2014,1,1,130,1,1,1,0,0,180.999,0,NA,NA,NA,NA,NA,1,NA,1,1,37,3,4,2,1,3,2,1,2,1,2,4,1,1,1,3,3,1,1,2,3,2,20,1,1,1,9,6,9,5,9,1,9,1,1,1,pres,1,0,0,177.953,0,2,NA,NA,NA,1,NA,18,74,11,83,3,3,1,1,2,1,1,3,1,3,3,1,1,1,3,3,1,2,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/6/2014,11/6/2014,1,2,129,1,NA,NA,NA,NA,NA,NA,1,4.387,114.261,180.998,9,NA,1,1,1,82,3,4,1,1,2,1,1,3,1,3,2,2,2,2,3,3,2,1,3,3,2,18,1,NA,1,6,9,4,8,5,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,4,3,1,4,2,4,3,3,3,3,2,3,4,3,2,4,4,4,4,2,4,2,4,2,3,4,4,2,2,3,2,2,NA,5,2,3,4,2,2,4,3,3,4,2,6,6,5,4,2,3,2,3,4,4,4,4,5,4,4,4,5,5,5,4,5,3,3,4,2,2,1,4,4,4,4,1
11/6/2014,11/6/2014,1,2,132,1,NA,NA,NA,NA,NA,NA,1,9.04,77.516,180.966,2,NA,1,1,1,44,4,4,1,1,3,1,1,3,1,3,3,1,1,1,2,3,2,1,2,2,2,18,1,NA,1,9,9,9,9,9,5,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,4,5,1,3,4,4,3,4,4,2,4,4,4,2,4,5,2,3,2,4,1,1,2,1,1,4,2,1,5,4,1,1,4,5,4,3,3,1,2,1,3,1,1,5,5,5,6,3,3,3,4,4,4,2,2,5,4,4,4,4,5,5,3,5,5,2,3,4,3,4,2,2,2,3,3,1
11/6/2014,11/6/2014,1,1,126,1,1,1,0,0,181.009,0,NA,NA,NA,NA,NA,1,NA,1,1,59,4,4,1,1,4,1,1,3,1,4,4,1,2,1,2,2,1,1,3,2,2,20,1,1,1,9,9,8,9,9,3,8,1,1,1,pres,1,0,0,143.787,0,2,NA,NA,NA,1,NA,21,78,49,76,4,4,1,1,4,1,1,4,1,4,4,1,1,1,3,2,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/6/2014,11/6/2014,1,2,134,1,NA,NA,NA,NA,NA,NA,1,12.294,58.212,181,3,NA,1,1,1,64,4,4,1,1,3,1,2,3,1,3,3,1,1,1,4,3,1,1,3,3,2,18,1,NA,1,1,9,1,8,8,2,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,4,4,1,2,4,4,2,4,5,2,4,4,4,1,5,4,1,1,2,4,1,3,2,1,2,5,1,4,2,4,2,2,4,4,3,3,4,2,3,2,4,2,2,4,6,6,5,4,4,5,3,2,5,5,4,4,4,5,4,5,4,4,5,5,6,5,4,3,4,4,4,5,5,6,5,1
11/6/2014,11/6/2014,1,1,131,1,1,1,0,0,180.972,0,NA,NA,NA,NA,NA,1,NA,1,1,35,2,1,3,3,2,2,3,2,2,2,2,3,2,1,1,3,1,2,2,1,2,20,1,1,1,8,9,9,3,9,5,4,1,1,1,pres,1,0,0,128.663,0,2,NA,NA,1,NA,NA,85,14,36,60,3,3,2,3,2,2,1,3,1,3,3,1,2,1,2,3,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/6/2014,11/6/2014,1,1,136,1,1,1,0,0,181.011,0,NA,NA,NA,NA,NA,1,NA,1,1,64,3,4,2,2,2,1,2,3,2,3,3,2,1,1,3,3,1,1,2,3,2,20,1,1,1,9,5,9,5,9,4,8,1,1,1,pres,1,0,0,143.11,0,2,NA,NA,NA,NA,1,8,89,1,80,3,3,1,1,2,1,2,3,1,3,3,1,1,1,3,3,1,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/6/2014,11/6/2014,1,2,135,1,NA,NA,NA,NA,NA,NA,1,5.133,136.836,180.996,4,NA,1,1,1,82,4,4,1,2,2,1,1,1,1,3,3,1,1,1,3,3,1,1,2,2,2,18,1,NA,1,9,4,9,8,9,2,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,5,2,1,1,4,4,4,4,2,4,3,3,4,1,5,4,2,1,1,3,1,1,2,2,2,4,4,1,2,4,1,1,2,4,2,5,4,1,2,2,3,2,3,1,5,4,2,4,3,5,4,2,5,1,1,5,3,3,2,4,2,3,3,4,3,2,1,3,1,4,1,4,5,5,5,1
11/6/2014,11/6/2014,1,1,138,1,1,1,0,0,181.005,0,NA,NA,NA,NA,NA,1,NA,1,1,18,1,3,4,3,2,2,2,3,2,3,3,4,4,1,1,3,2,2,2,2,1,21,1,1,1,8,3,2,9,9,1,9,1,1,1,pres,1,0,0,134.926,0,1,NA,NA,1,NA,NA,36,79,79,44,3,3,2,3,3,1,2,3,1,3,4,2,2,1,3,4,1,2,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/6/2014,11/6/2014,1,2,137,1,NA,NA,NA,NA,NA,NA,1,9.608,174.042,180.977,6,NA,1,1,1,61,3,4,2,1,3,1,2,3,1,3,3,1,2,2,3,2,2,3,2,2,2,24,1,NA,1,7,6,5,6,9,6,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,3,4,1,3,2,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,3,3,2,3,4,3,3,4,4,3,3,4,3,2,4,3,3,3,3,3,2,4,5,5,5,4,3,4,5,4,4,3,4,3,5,5,5,5,5,5,4,5,5,4,4,4,3,4,5,4,5,5,5,5,1
11/6/2014,11/6/2014,1,2,139,1,NA,NA,NA,NA,NA,NA,1,2.157,160.162,180.991,5,NA,1,1,1,40,3,3,1,1,3,1,1,2,1,3,2,1,1,1,3,3,1,1,2,2,2,18,1,NA,1,9,7,3,9,3,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,5,2,1,1,3,3,1,4,4,2,3,3,4,1,5,4,3,2,2,4,1,3,3,2,3,3,4,3,3,5,2,4,4,3,3,4,4,4,3,3,3,3,3,6,6,6,6,2,4,4,4,4,3,4,3,4,3,3,3,4,4,5,5,5,5,5,3,5,2,4,2,2,5,5,5,1
11/6/2014,11/6/2014,1,1,142,1,1,1,0,0,180.968,0,NA,NA,NA,NA,NA,1,NA,1,1,96,4,4,1,1,4,1,1,4,1,4,4,1,1,1,4,4,1,1,4,4,2,22,1,1,1,9,9,9,9,9,5,3,1,1,1,pres,1,0,0,107.103,0,2,NA,NA,NA,1,NA,0,100,6,98,4,4,1,1,4,1,1,4,1,4,4,1,1,1,4,4,1,1,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/6/2014,11/6/2014,1,2,143,1,NA,NA,NA,NA,NA,NA,1,1.953,152.744,181.001,3,NA,1,1,1,82,4,4,1,1,4,1,2,3,1,4,3,1,1,1,4,3,2,1,3,4,2,17,1,NA,1,7,9,9,6,8,3,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,4,1,1,4,4,3,3,4,4,4,4,4,3,4,2,3,4,2,3,2,2,3,3,4,4,4,3,4,4,2,3,4,4,1,3,4,2,3,3,2,2,2,6,6,6,6,1,4,6,4,1,5,5,5,5,2,2,4,6,6,5,4,6,5,5,4,4,4,4,3,2,6,6,6,1
11/6/2014,11/6/2014,1,1,140,1,1,1,5.331,5.331,180.966,1,NA,NA,NA,NA,NA,1,NA,1,1,57,2,3,2,2,2,1,1,3,1,3,2,2,2,1,2,4,2,1,3,3,2,18,1,1,1,9,8,9,7,9,2,7,1,1,1,pres,1,0,0,186.312,0,2,NA,NA,1,NA,NA,1,96,69,82,4,3,1,1,3,1,1,3,1,3,3,1,1,1,3,3,1,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/6/2014,11/6/2014,1,1,144,1,1,1,0,0,180.98,0,NA,NA,NA,NA,NA,1,NA,1,1,50,3,3,1,1,3,1,1,2,1,3,3,2,2,1,3,3,1,2,1,3,2,18,1,1,1,8,6,5,6,5,2,7,1,1,1,PRES,1,0,0,134.564,0,1,NA,NA,NA,1,NA,22,41,63,61,2,3,1,1,3,1,1,3,1,3,3,1,1,1,3,3,1,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/6/2014,11/6/2014,1,2,141,1,NA,NA,NA,NA,NA,NA,1,4.911,4.911,180.995,1,NA,1,1,1,55,2,4,2,1,3,1,2,2,1,3,2,2,2,1,2,3,2,1,2,3,2,18,1,NA,1,5,7,8,6,8,3,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,3,4,3,1,2,4,2,2,4,3,2,5,3,4,2,2,4,2,2,2,4,2,2,2,2,3,4,4,2,2,4,3,2,4,4,2,3,3,2,4,4,3,3,2,4,5,4,5,3,4,4,3,3,3,6,4,4,4,4,4,4,5,4,4,5,4,3,3,4,4,2,1,3,4,4,5,1
